movie id,year,ave rating,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Horror,Mystery,Romance,Sci-Fi,Thriller
6874,2003,3.961832061,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8798,2004,3.761363636,1,0,0,0,0,1,0,1,0,0,0,0,0,1
46970,2006,3.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0
48516,2006,4.252336449,0,0,0,0,0,1,0,1,0,0,0,0,0,1
58559,2008,4.238255034,1,0,0,0,0,1,0,1,0,0,0,0,0,0
60756,2008,3.553571429,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68157,2009,4.136363636,1,0,0,0,0,0,0,1,0,0,0,0,0,0
71535,2009,3.877358491,1,0,0,0,1,0,0,0,0,1,0,0,0,0
71535,2009,3.877358491,1,0,0,0,1,0,0,0,0,1,0,0,0,0
71535,2009,3.877358491,1,0,0,0,1,0,0,0,0,1,0,0,0,0
71535,2009,3.877358491,1,0,0,0,1,0,0,0,0,1,0,0,0,0
74458,2010,4.02238806,0,0,0,0,0,0,0,1,0,0,1,0,0,1
74458,2010,4.02238806,0,0,0,0,0,0,0,1,0,0,1,0,0,1
74458,2010,4.02238806,0,0,0,0,0,0,0,1,0,0,1,0,0,1
74458,2010,4.02238806,0,0,0,0,0,0,0,1,0,0,1,0,0,1
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
77455,2010,4.038461538,0,0,0,0,1,0,1,0,0,0,0,0,0,0
